seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	45792457	45792561	105	*	X1129	84842	45792545	45794346	1802	+	0	overlapStart	0	HPDL
chr1	45805444	45805593	150	*	X1130	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956866	61	*	X1133	10420	45809555	45956840	147286	-	0	overlapStart	0	TESK2
chr1	46049602	46049736	135	*	X1138	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46089832	46089861	30	*	X1143	149483	46085716	46089731	4016	-	100	upstream	100	CCDC17
chr1	46152188	46152307	120	*	X1145	51249	46153847	46160108	6262	+	1539	upstream	1539	TMEM69
chr1	46152188	46152307	120	*	X1145	60313	46092976	46152302	59327	-	0	overlapStart	0	GPBP1L1
chr1	46152338	46152457	120	*	X1146	51249	46153847	46160108	6262	+	1389	upstream	1389	TMEM69
chr1	46152338	46152457	120	*	X1146	60313	46092976	46152302	59327	-	35	upstream	35	GPBP1L1
chr1	46152548	46152652	105	*	X1147	51249	46153847	46160108	6262	+	1194	upstream	1194	TMEM69
chr1	46152548	46152652	105	*	X1147	60313	46092976	46152302	59327	-	245	upstream	245	GPBP1L1
chr1	46153987	46154091	105	*	X1148	51249	46153847	46160108	6262	+	0	inside	139	TMEM69
chr1	46153987	46154091	105	*	X1148	60313	46092976	46152302	59327	-	1684	upstream	1684	GPBP1L1
chr1	46712772	46712786	15	*	X1156	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712981	135	*	X1157	8438	46713367	46744145	30779	+	385	upstream	385	RAD54L
chr1	46713003	46713070	68	*	X1158	8438	46713367	46744145	30779	+	296	upstream	296	RAD54L
chr1	46713513	46713782	270	*	X1159	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46767408	46767767	360	*	X1165	7388	46769380	46782447	13068	+	1612	upstream	1612	UQCRH
chr1	46768128	46768247	120	*	X1166	7388	46769380	46782447	13068	+	1132	upstream	1132	UQCRH
chr1	46768638	46768802	165	*	X1167	7388	46769380	46782447	13068	+	577	upstream	577	UQCRH
chr1	46768638	46768802	165	*	X1167	10489	46744072	46769038	24967	-	0	inside	235	LRRC41
chr1	47799518	47799562	45	*	X1184	51727	47799469	47844511	45043	+	0	inside	48	CMPK1
chr1	51433389	51433493	105	*	X1191	1031	51433608	51440309	6702	+	114	upstream	114	CDKN2C
chr1	51702034	51702198	165	*	X1199	26994	51701945	51739119	37175	+	0	inside	88	RNF11
chr1	51984925	51984953	29	*	X1206	2060	51819935	51984995	165061	-	0	inside	41	EPS15
chr1	52344352	52344441	90	*	X1217	4898	52254866	52344609	89744	-	0	inside	167	NRDC
chr1	52521048	52521167	120	*	X1219	91408	52521857	52556388	34532	+	689	upstream	689	BTF3L4
chr1	52522005	52522139	135	*	X1220	91408	52521857	52556388	34532	+	0	inside	147	BTF3L4
chr1	52522005	52522139	135	*	X1220	51060	52485804	52521843	36040	-	161	upstream	161	TXNDC12
chr1	52870058	52870177	120	*	X1222	84950	52870219	52883992	13774	+	41	upstream	41	PRPF38A
chr1	52870058	52870177	120	*	X1222	4998	52838501	52870143	31643	-	0	overlapStart	0	ORC1
chr1	53019166	53019393	228	*	X1223	23318	52888948	53019130	130183	-	35	upstream	35	TUT4
chr1	53018749	53019020	272	*	X1224	23318	52888948	53019130	130183	-	0	inside	109	TUT4
chr1	53019498	53019602	105	*	X1225	23318	52888948	53019130	130183	-	367	upstream	367	TUT4
chr1	53068024	53068042	19	*	X1226	2882	53068043	53074723	6681	+	0	upstream	0	GPX7
chr1	53163616	53163765	150	*	X1228	65260	53152014	53164038	12025	-	0	inside	272	COA7
chr1	53192170	53192176	7	*	X1229	79699	53192131	53293013	100883	+	0	inside	38	ZYG11B
chr1	53192252	53192565	314	*	X1230	79699	53192131	53293013	100883	+	0	inside	120	ZYG11B
chr1	53662381	53662485	105	*	X1233	1376	53662101	53679869	17769	+	0	inside	279	CPT2
chr1	53794124	53794273	150	*	X1246	7804	53708041	53793821	85781	-	302	upstream	302	LRP8
chr1	54410693	54410812	120	*	X1251	115353	54411999	54433841	21843	+	1186	upstream	1186	LRRC42
chr1	54411053	54411172	120	*	X1252	115353	54411999	54433841	21843	+	826	upstream	826	LRRC42
chr1	54411053	54411172	120	*	X1252	51668	54387234	54411288	24055	-	0	inside	115	HSPB11
chr1	54411733	54411922	190	*	X1253	115353	54411999	54433841	21843	+	76	upstream	76	LRRC42
chr1	54411733	54411922	190	*	X1253	51668	54387234	54411288	24055	-	444	upstream	444	HSPB11
chr1	54411203	54411494	292	*	X1254	115353	54411999	54433841	21843	+	504	upstream	504	LRRC42
chr1	54411203	54411494	292	*	X1254	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54412283	54412702	420	*	X1255	115353	54411999	54433841	21843	+	0	inside	283	LRRC42
chr1	54412283	54412702	420	*	X1255	51668	54387234	54411288	24055	-	994	upstream	994	HSPB11
chr1	54412763	54412931	169	*	X1256	51668	54387234	54411288	24055	-	1474	upstream	1474	HSPB11
chr1	54872383	54872557	175	*	X1268	23648	54691104	54872068	180965	-	314	upstream	314	SSBP3
chr1	54873051	54873230	180	*	X1269	23648	54691104	54872068	180965	-	982	upstream	982	SSBP3
chr1	55679451	55679600	150	*	X1282	100507634	55681081	55683128	2048	+	1480	upstream	1480	LOC100507634
chr1	55679646	55679900	255	*	X1283	100507634	55681081	55683128	2048	+	1180	upstream	1180	LOC100507634
chr1	55680036	55680380	345	*	X1284	100507634	55681081	55683128	2048	+	700	upstream	700	LOC100507634
chr1	55681341	55681475	135	*	X1285	100507634	55681081	55683128	2048	+	0	inside	259	LOC100507634
chr1	55681341	55681475	135	*	X1285	23358	55532032	55681039	149008	-	301	upstream	301	USP24
chr1	59012023	59012310	288	*	X1286	115209	58939504	59012446	72943	-	0	inside	135	OMA1
chr1	59012023	59012310	288	*	X1286	1600	57463579	59012446	1548868	-	0	inside	135	DAB1
chr1	59043211	59043330	120	*	X1287	4070	59041095	59043166	2072	-	44	upstream	44	TACSTD2
chr1	59250634	59250753	120	*	X1288	100131060	59250823	59365384	114562	+	69	upstream	69	LINC01135
chr1	59250634	59250753	120	*	X1288	3725	59246463	59249785	3323	-	848	upstream	848	JUN
chr1	59762632	59762721	90	*	X1290	55277	59762625	60228402	465778	+	0	inside	6	FGGY
chr1	65613167	65613376	210	*	X1302	205	65613232	65697828	84597	+	0	overlapStart	0	AK4
chr1	65885871	65885938	68	*	X1308	3953	65886131	66103176	217046	+	192	upstream	192	LEPR
chr1	65885871	65885938	68	*	X1308	54741	65886131	65901690	15560	+	192	upstream	192	LEPROT
chr1	65886395	65886515	121	*	X1309	3953	65886131	66103176	217046	+	0	inside	263	LEPR
chr1	65886395	65886515	121	*	X1309	54741	65886131	65901690	15560	+	0	inside	263	LEPROT
chr1	68962897	68963046	150	*	X1318	55635	68939835	68962799	22965	-	97	upstream	97	DEPDC1
chr1	70821056	70821102	47	*	X1320	81573	70724685	70820417	95733	-	638	upstream	638	ANKRD13C
chr1	71546314	71546418	105	*	X1323	100852410	71547007	71703406	156400	+	588	upstream	588	ZRANB2-AS2
chr1	74663347	74663571	225	*	X1324	100526835	74663896	75010116	346221	+	324	upstream	324	FPGT-TNNI3K
chr1	74663347	74663571	225	*	X1324	8790	74663896	74674148	10253	+	324	upstream	324	FPGT
chr1	75198267	75198279	13	*	X1326	127253	75198836	75232360	33525	+	556	upstream	556	TYW3
chr1	75198357	75198416	60	*	X1327	127253	75198836	75232360	33525	+	419	upstream	419	TYW3
chr1	76189954	76190133	180	*	X1328	34	76190043	76229355	39313	+	0	overlapStart	0	ACADM
chr1	76249934	76250038	105	*	X1330	5876	76251879	76260775	8897	+	1840	upstream	1840	RABGGTB
chr1	76250174	76250308	135	*	X1331	5876	76251879	76260775	8897	+	1570	upstream	1570	RABGGTB
chr1	78148807	78148928	122	*	X1335	26009	78030190	78149104	118915	-	0	inside	175	ZZZ3
chr1	78245410	78245544	135	*	X1336	374986	78245309	78345225	99917	+	0	inside	100	MIGA1
chr1	78444530	78444664	135	*	X1338	11080	78444934	78482995	38062	+	269	upstream	269	DNAJB4
chr1	78444530	78444664	135	*	X1338	8880	78412167	78444777	32611	-	0	inside	112	FUBP1
chr1	85040107	85040179	73	*	X1347	1486	85018804	85040163	21360	-	0	overlapStart	0	CTBS
chr1	85156076	85156255	180	*	X1352	117178	85109390	85156440	47051	-	0	inside	184	SSX2IP
chr1	85724922	85725082	161	*	X1356	148423	85715637	85725355	9719	-	0	inside	272	C1orf52
chr1	85741859	85741978	120	*	X1357	646626	85742041	85865646	123606	+	62	upstream	62	LOC646626
chr1	86173759	86173893	135	*	X1359	54680	86115106	86174116	59011	-	0	inside	222	ZNHIT6
chr1	87380359	87380664	306	*	X1365	9653	87380335	87575681	195347	+	0	inside	23	HS2ST1
chr1	87380359	87380664	306	*	X1365	9403	87328128	87380107	51980	-	251	upstream	251	SELENOF
chr1	89149076	89149180	105	*	X1373	5586	89149922	89301938	152017	+	741	upstream	741	PKN2
chr1	89149616	89149814	199	*	X1374	5586	89149922	89301938	152017	+	107	upstream	107	PKN2
chr1	89150126	89150215	90	*	X1375	5586	89149922	89301938	152017	+	0	inside	203	PKN2
chr1	89357536	89357655	120	*	X1381	2959	89318321	89357301	38981	-	234	upstream	234	GTF2B
chr1	89458436	89458494	59	*	X1383	494115	89445139	89458643	13505	-	0	inside	148	RBMXL1
chr1	89458436	89458494	59	*	X1383	56267	89401456	89458643	57188	-	0	inside	148	KYAT3
chr1	89458734	89458960	227	*	X1384	494115	89445139	89458643	13505	-	90	upstream	90	RBMXL1
chr1	89458734	89458960	227	*	X1384	56267	89401456	89458643	57188	-	90	upstream	90	KYAT3
chr1	89459021	89459125	105	*	X1385	494115	89445139	89458643	13505	-	377	upstream	377	RBMXL1
chr1	89459021	89459125	105	*	X1385	56267	89401456	89458643	57188	-	377	upstream	377	KYAT3
chr1	89829341	89829387	47	*	X1386	163351	89829436	89853719	24284	+	48	upstream	48	GBP6
chr1	89990170	89990274	105	*	X1387	23507	89990397	90063420	73024	+	122	upstream	122	LRRC8B
chr1	90098081	90098122	42	*	X1389	84230	90098644	90185094	86451	+	521	upstream	521	LRRC8C
chr1	90098631	90098750	120	*	X1390	84230	90098644	90185094	86451	+	0	overlapStart	0	LRRC8C
chr1	90098631	90098750	120	*	X1390	400761	90090408	90098453	8046	-	177	upstream	177	LRRC8C-DT
chr1	90099578	90099652	75	*	X1391	400761	90090408	90098453	8046	-	1124	upstream	1124	LRRC8C-DT
chr1	90286069	90286173	105	*	X1392	55144	90286573	90401989	115417	+	399	upstream	399	LRRC8D
chr1	93426716	93426925	210	*	X1404	388650	93298286	93427079	128794	-	0	inside	153	DIPK1A
chr1	93427008	93427029	22	*	X1405	388650	93298286	93427079	128794	-	0	inside	49	DIPK1A
chr1	93645175	93645264	90	*	X1410	343099	93646281	93744287	98007	+	1016	upstream	1016	CCDC18
chr1	93645955	93646074	120	*	X1411	343099	93646281	93744287	98007	+	206	upstream	206	CCDC18
chr1	93645955	93646074	120	*	X1411	50999	93615299	93646246	30948	-	0	inside	171	TMED5
chr1	93646726	93646800	75	*	X1412	50999	93615299	93646246	30948	-	479	upstream	479	TMED5
chr1	93810940	93811044	105	*	X1413	1810	93811478	93828148	16671	+	433	upstream	433	DR1
chr1	93811400	93811489	90	*	X1414	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93811400	93811489	90	*	X1414	100131564	93775666	93811368	35703	-	31	upstream	31	CCDC18-AS1
chr1	94312017	94312033	17	*	X1422	100126348	94312388	94312467	80	+	354	upstream	354	MIR760
chr1	94883684	94883773	90	*	X1424	5825	94883933	94984219	100287	+	159	upstream	159	ABCD3
chr1	95699855	95699974	120	*	X1425	25950	95699711	95712781	13071	+	0	inside	143	RWDD3
chr1	97186988	97187107	120	*	X1427	58155	97187175	97280605	93431	+	67	upstream	67	PTBP2
chr1	98386302	98386406	105	*	X1430	1806	97543300	98386615	843316	-	0	inside	208	DPYD
chr1	98386718	98386852	135	*	X1431	1806	97543300	98386615	843316	-	102	upstream	102	DPYD
chr1	98387292	98387411	120	*	X1432	1806	97543300	98386615	843316	-	676	upstream	676	DPYD
chr1	100315725	100315919	195	*	X1434	178	100315640	100389579	73940	+	0	inside	84	AGL
chr1	100503569	100503673	105	*	X1436	64645	100503789	100548929	45141	+	115	upstream	115	MFSD14A
chr1	100503872	100503991	120	*	X1437	64645	100503789	100548929	45141	+	0	inside	82	MFSD14A
chr1	100598879	100598968	90	*	X1440	54482	100598706	100616054	17349	+	0	inside	172	TRMT13
chr1	100598879	100598968	90	*	X1440	163786	100549102	100598511	49410	-	367	upstream	367	SASS6
chr1	101184954	101185022	69	*	X1448	7412	101185196	101204601	19406	+	173	upstream	173	VCAM1
chr1	101493011	101493145	135	*	X1450	51611	101455180	101491644	36465	-	1366	upstream	1366	DPH5
chr1	104068272	104068288	17	*	X1462	55599	104068578	104097859	29282	+	289	upstream	289	RNPC3
chr1	107599062	107599211	150	*	X1464	55170	107599267	107601916	2650	+	55	upstream	55	PRMT6
chr1	109102411	109102515	105	*	X1466	284611	109102971	109181949	78979	+	455	upstream	455	FAM102B
chr1	109102523	109102572	50	*	X1467	284611	109102971	109181949	78979	+	398	upstream	398	FAM102B
chr1	109235102	109235206	105	*	X1468	55119	109234932	109244422	9491	+	0	inside	169	PRPF38B
chr1	109289268	109289368	101	*	X1471	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	109505852	109505971	120	*	X1473	23155	109472130	109506121	33992	-	0	inside	149	CLCC1
chr1	109505852	109505971	120	*	X1473	254268	109358520	109506121	147602	-	0	inside	149	AKNAD1
chr1	109633509	109633628	120	*	X1474	56900	109633403	109639554	6152	+	0	inside	105	TMEM167B
chr1	109968808	109968927	120	*	X1475	5686	109941653	109969108	27456	-	0	inside	180	PSMA5
chr1	109969981	109970070	90	*	X1476	5686	109941653	109969108	27456	-	872	upstream	872	PSMA5
chr1	110026531	110026616	86	*	X1477	127002	110026561	110035420	8860	+	0	overlapStart	0	ATXN7L2
chr1	110026658	110026942	285	*	X1478	127002	110026561	110035420	8860	+	0	inside	96	ATXN7L2
chr1	110453174	110453253	80	*	X1489	1435	110453233	110473616	20384	+	0	overlapStart	0	CSF1
chr1	110453361	110453398	38	*	X1490	1435	110453233	110473616	20384	+	0	inside	127	CSF1
chr1	110527607	110527771	165	*	X1494	10768	110527387	110566364	38978	+	0	inside	219	AHCYL1
chr1	110881912	110882061	150	*	X1499	64783	110881945	110889303	7359	+	0	overlapStart	0	RBM15
chr1	110881912	110882061	150	*	X1499	440600	110828999	110881793	52795	-	118	upstream	118	RBM15-AS1
chr1	111174559	111174678	120	*	X1501	3737	111136202	111174096	37895	-	462	upstream	462	KCNA2
chr1	111413702	111413806	105	*	X1504	963	111413821	111442558	28738	+	14	upstream	14	CD53
chr1	111682356	111682475	120	*	X1509	10390	111682249	111727724	45476	+	0	inside	106	CEPT1
chr1	111683074	111683358	285	*	X1510	128338	111659954	111682838	22885	-	235	upstream	235	DRAM2
chr1	111746369	111746870	502	*	X1518	79961	111728591	111747160	18570	-	0	inside	289	DENND2D
chr1	111991558	111991707	150	*	X1525	515	111991462	112004525	13064	+	0	inside	95	ATP5PB
chr1	111991558	111991707	150	*	X1525	79084	111982512	111991830	9319	-	0	inside	122	WDR77
chr1	111991723	111991857	135	*	X1526	515	111991462	112004525	13064	+	0	inside	260	ATP5PB
chr1	111991723	111991857	135	*	X1526	79084	111982512	111991830	9319	-	0	overlapStart	0	WDR77
chr1	111992293	111992457	165	*	X1527	79084	111982512	111991830	9319	-	462	upstream	462	WDR77
chr1	111992470	111992604	135	*	X1528	79084	111982512	111991830	9319	-	639	upstream	639	WDR77
chr1	112298996	112299008	13	*	X1537	55924	112264686	112298419	33734	-	576	upstream	576	INKA2
chr1	112938562	112938636	75	*	X1538	55917	112938800	113003786	64987	+	163	upstream	163	CTTNBP2NL
chr1	112939087	112939266	180	*	X1539	55917	112938800	113003786	64987	+	0	inside	286	CTTNBP2NL
chr1	113161435	113161539	105	*	X1543	829	113162075	113214241	52167	+	535	upstream	535	CAPZA1
chr1	113216788	113216907	120	*	X1545	4343	113217048	113243368	26321	+	140	upstream	140	MOV10
chr1	113217234	113217458	225	*	X1546	4343	113217048	113243368	26321	+	0	inside	185	MOV10
chr1	113500014	113500178	165	*	X1553	6566	113454470	113498975	44506	-	1038	upstream	1038	SLC16A1
chr1	114446400	114446519	120	*	X1562	64858	114447915	114456708	8794	+	1395	upstream	1395	DCLRE1B
chr1	114447450	114447689	240	*	X1563	64858	114447915	114456708	8794	+	225	upstream	225	DCLRE1B
chr1	114447450	114447689	240	*	X1563	10717	114437371	114447741	10371	-	0	inside	51	AP4B1
chr1	115053443	115053562	120	*	X1569	51592	114935399	115053781	118383	-	0	inside	218	TRIM33
chr1	115053668	115053690	23	*	X1570	51592	114935399	115053781	118383	-	0	inside	90	TRIM33
chr1	115259303	115259476	174	*	X1573	4893	115247085	115259515	12431	-	0	inside	38	NRAS
chr1	117113223	117113450	228	*	X1597	965	117057156	117113715	56560	-	0	inside	264	CD58
chr1	117113616	117113750	135	*	X1598	965	117057156	117113715	56560	-	0	overlapStart	0	CD58
chr1	117602368	117602472	105	*	X1601	8458	117602949	117645491	42543	+	476	upstream	476	TTF2
chr1	117909947	117910051	105	*	X1604	10905	117910085	118068320	158236	+	33	upstream	33	MAN1A2
chr1	145438139	145438258	120	*	X1607	10628	145438462	145442628	4167	+	203	upstream	203	TXNIP
chr1	145477264	145477306	43	*	X1609	128077	145477085	145499091	22007	+	0	inside	178	LIX1L
chr1	145506508	145506577	70	*	X1610	9939	145507557	145513535	5979	+	979	upstream	979	RBM8A
chr1	145516017	145516136	120	*	X1611	8799	145516165	145523732	7568	+	28	upstream	28	PEX11B
chr1	145516345	145516584	240	*	X1612	8799	145516165	145523732	7568	+	0	inside	179	PEX11B
chr1	145575582	145575686	105	*	X1615	10401	145575290	145586546	11257	+	0	inside	291	PIAS3
chr1	145610447	145610566	120	*	X1618	27246	145611036	145688776	77741	+	469	upstream	469	RNF115
chr1	146643738	146643842	105	*	X1620	5565	146626685	146644129	17445	-	0	inside	286	PRKAB2
chr1	146714539	146714658	120	*	X1621	9557	146714291	146767447	53157	+	0	inside	247	CHD1L
chr1	147807155	147807258	104	*	X1626	100847044	147806603	147806678	76	-	476	upstream	476	MIR5087
chr1	149784474	149784503	30	*	X1629	440689	149754245	149783928	29684	-	545	upstream	545	H2BC18
chr1	149857449	149857583	135	*	X1633	8338	149858525	149858961	437	+	941	upstream	941	H2AC20
chr1	149859950	149860099	150	*	X1634	8349	149856010	149858232	2223	-	1717	upstream	1717	H2BC21
chr1	149859950	149860099	150	*	X1634	317772	149859019	149859466	448	-	483	upstream	483	H2AC21
chr1	149860910	149860936	27	*	X1635	317772	149859019	149859466	448	-	1443	upstream	1443	H2AC21
chr1	149982318	149982512	195	*	X1639	56957	149912232	149982686	70455	-	0	inside	173	OTUD7B
chr1	150121516	150121635	120	*	X1641	51177	150121767	150131825	10059	+	131	upstream	131	PLEKHO1
chr1	150241258	150241392	135	*	X1658	51107	150237799	150241609	3811	-	0	inside	216	APH1A
chr1	150241985	150242039	55	*	X1659	51107	150237799	150241609	3811	-	375	upstream	375	APH1A
chr1	150294193	150294432	240	*	X1660	9129	150293928	150325704	31777	+	0	inside	264	PRPF3
chr1	150336267	150336416	150	*	X1661	23248	150336990	150449041	112052	+	573	upstream	573	RPRD2
chr1	150336972	150337106	135	*	X1662	23248	150336990	150449041	112052	+	0	overlapStart	0	RPRD2
chr1	150552267	150552352	86	*	X1670	4170	150547027	150552214	5188	-	52	upstream	52	MCL1
chr1	150602249	150602338	90	*	X1673	2029	150594599	150602098	7500	-	150	upstream	150	ENSA
chr1	150669446	150669580	135	*	X1676	55204	150618701	150669672	50972	-	0	inside	91	GOLPH3L
chr1	150738585	150738704	120	*	X1677	1520	150702672	150738433	35762	-	151	upstream	151	CTSS
chr1	150899041	150899265	225	*	X1681	9869	150898815	150937220	38406	+	0	inside	225	SETDB1
chr1	150947397	150947456	60	*	X1685	29956	150937649	150947479	9831	-	0	inside	22	CERS2
chr1	150947547	150947666	120	*	X1686	29956	150937649	150947479	9831	-	67	upstream	67	CERS2
chr1	150981256	150981360	105	*	X1687	58497	150980973	151008189	27217	+	0	inside	282	PRUNE1
chr1	150981256	150981360	105	*	X1687	55793	150969301	150980854	11554	-	401	upstream	401	MINDY1
chr1	151020243	151020341	99	*	X1688	54964	151020259	151023871	3613	+	0	overlapStart	0	C1orf56
chr1	151030764	151030913	150	*	X1689	10962	151032151	151040973	8823	+	1237	upstream	1237	MLLT11
chr1	151031052	151031171	120	*	X1690	10962	151032151	151040973	8823	+	979	upstream	979	MLLT11
chr1	151031622	151031831	210	*	X1691	10962	151032151	151040973	8823	+	319	upstream	319	MLLT11
chr1	151031622	151031831	210	*	X1691	56882	151023447	151032125	8679	-	0	inside	293	CDC42SE1
chr1	151032267	151032416	150	*	X1692	10962	151032151	151040973	8823	+	0	inside	115	MLLT11
chr1	151032267	151032416	150	*	X1692	56882	151023447	151032125	8679	-	141	upstream	141	CDC42SE1
chr1	151137765	151137989	225	*	X1694	79005	151138498	151142773	4276	+	508	upstream	508	SCNM1
chr1	151139329	151139448	120	*	X1695	388695	151132224	151138424	6201	-	904	upstream	904	LYSMD1
chr1	151162241	151162480	240	*	X1696	6944	151148776	151162689	13914	-	0	inside	208	VPS72
chr1	151162676	151162780	105	*	X1697	6944	151148776	151162689	13914	-	0	overlapStart	0	VPS72
chr1	151227315	151227449	135	*	X1702	5710	151227197	151239954	12758	+	0	inside	117	PSMD4
chr1	151253818	151253937	120	*	X1704	57592	151254094	151264381	10288	+	156	upstream	156	ZNF687
chr1	151300179	151300328	150	*	X1712	5298	151264273	151300191	35919	-	0	overlapStart	0	PI4KB
chr1	151319964	151320053	90	*	X1716	5993	151313116	151319769	6654	-	194	upstream	194	RFX5
chr1	151431698	151431751	54	*	X1724	23126	151375200	151431941	56742	-	0	inside	189	POGZ
chr1	151735536	151735745	210	*	X1732	51686	151735445	151743806	8362	+	0	inside	90	OAZ3
chr1	151735536	151735745	210	*	X1732	65005	151732123	151736040	3918	-	0	inside	294	MRPL9
chr1	151812783	151812851	69	*	X1733	100191040	151810339	151813033	2695	-	0	inside	181	C2CD4D
chr1	153538794	153539035	242	*	X1742	6273	153533585	153538306	4722	-	487	upstream	487	S100A2
chr1	153606892	153607056	165	*	X1743	6284	153591276	153606568	15293	-	323	upstream	323	S100A13
chr1	153631372	153631536	165	*	X1744	23557	153631130	153634328	3199	+	0	inside	241	SNAPIN
chr1	153643085	153643219	135	*	X1745	3608	153634264	153643504	9241	-	0	inside	284	ILF2
chr1	153700064	153700281	218	*	X1746	65123	153700549	153746555	46007	+	267	upstream	267	INTS3
chr1	153700533	153700573	41	*	X1747	65123	153700549	153746555	46007	+	0	overlapStart	0	INTS3
chr1	153895307	153895334	28	*	X1764	57459	153777203	153895451	118249	-	0	inside	116	GATAD2B
chr1	153919022	153919186	165	*	X1767	9909	153901977	153919154	17178	-	0	overlapStart	0	DENND4B
chr1	153919592	153919711	120	*	X1768	9909	153901977	153919154	17178	-	437	upstream	437	DENND4B
chr1	153920522	153920626	105	*	X1769	9909	153901977	153919154	17178	-	1367	upstream	1367	DENND4B
chr1	153930917	153931021	105	*	X1774	200186	153920148	153931132	10985	-	0	inside	110	CRTC2
chr1	153931348	153931467	120	*	X1775	200186	153920148	153931132	10985	-	215	upstream	215	CRTC2
chr1	153931487	153931621	135	*	X1776	200186	153920148	153931132	10985	-	354	upstream	354	CRTC2
chr1	153940753	153940992	240	*	X1779	27173	153931575	153940660	9086	-	92	upstream	92	SLC39A1
chr1	154178655	154178744	90	*	X1783	388701	154171562	154178841	7280	-	0	inside	96	C1orf189
chr1	154192605	154192739	135	*	X1784	9898	154192655	154243986	51332	+	0	overlapStart	0	UBAP2L
chr1	154192755	154192889	135	*	X1785	9898	154192655	154243986	51332	+	0	inside	99	UBAP2L
chr1	154193342	154193669	328	*	X1786	25912	154179183	154193273	14091	-	68	upstream	68	C1orf43
chr1	154193955	154194089	135	*	X1787	25912	154179183	154193273	14091	-	681	upstream	681	C1orf43
chr1	154298320	154298484	165	*	X1797	57198	154298036	154323780	25745	+	0	inside	283	ATP8B2
chr1	154530850	154530938	89	*	X1804	55585	154521051	154531120	10070	-	0	inside	181	UBE2Q1
chr1	154531676	154531795	120	*	X1805	55585	154521051	154531120	10070	-	555	upstream	555	UBE2Q1
chr1	154600105	154600209	105	*	X1811	103	154554534	154600456	45923	-	0	inside	246	ADAR
chr1	154600315	154600419	105	*	X1812	103	154554534	154600456	45923	-	0	inside	36	ADAR
chr1	154946293	154946412	120	*	X1839	1163	154947118	154951725	4608	+	705	upstream	705	CKS1B
chr1	154946293	154946412	120	*	X1839	100423020	154948169	154948259	91	+	1756	upstream	1756	MIR4258
chr1	154946488	154946742	255	*	X1840	1163	154947118	154951725	4608	+	375	upstream	375	CKS1B
chr1	154946488	154946742	255	*	X1840	100423020	154948169	154948259	91	+	1426	upstream	1426	MIR4258
chr1	154946488	154946742	255	*	X1840	6464	154934774	154946959	12186	-	0	inside	216	SHC1
chr1	154973130	154973189	60	*	X1844	51043	154975106	154991001	15896	+	1916	upstream	1916	ZBTB7B
chr1	154973590	154973709	120	*	X1845	51043	154975106	154991001	15896	+	1396	upstream	1396	ZBTB7B
chr1	154973755	154973904	150	*	X1846	51043	154975106	154991001	15896	+	1201	upstream	1201	ZBTB7B
chr1	154974075	154974194	120	*	X1847	51043	154975106	154991001	15896	+	911	upstream	911	ZBTB7B
chr1	154974285	154974464	180	*	X1848	51043	154975106	154991001	15896	+	641	upstream	641	ZBTB7B
chr1	154974805	154974990	186	*	X1849	51043	154975106	154991001	15896	+	115	upstream	115	ZBTB7B
chr1	154975207	154975364	158	*	X1850	51043	154975106	154991001	15896	+	0	inside	100	ZBTB7B
chr1	155108190	155108369	180	*	X1864	55974	155108288	155111334	3047	+	0	overlapStart	0	SLC50A1
chr1	155112824	155112943	120	*	X1866	54344	155112367	155112996	630	-	0	inside	52	DPM3
chr1	155145129	155145233	105	*	X1867	80128	155145421	155157447	12027	+	187	upstream	187	TRIM46
chr1	155145404	155145673	270	*	X1868	80128	155145421	155157447	12027	+	0	overlapStart	0	TRIM46
chr1	155145404	155145673	270	*	X1868	200185	155141884	155145804	3921	-	0	inside	130	KRTCAP2
chr1	155163008	155163247	240	*	X1870	4582	155158300	155162706	4407	-	301	upstream	301	MUC1
chr1	155163008	155163247	240	*	X1870	693235	155164968	155165063	96	+	1720	upstream	1720	MIR92B
chr1	155163710	155163714	5	*	X1871	4582	155158300	155162706	4407	-	1003	upstream	1003	MUC1
chr1	155163710	155163714	5	*	X1871	693235	155164968	155165063	96	+	1253	upstream	1253	MIR92B
chr1	155178510	155178517	8	*	X1872	4580	155178490	155183624	5135	+	0	inside	19	MTX1
chr1	155225056	155225173	118	*	X1875	10712	155216996	155225274	8279	-	0	inside	100	FAM189B
chr1	155225234	155225383	150	*	X1876	10712	155216996	155225274	8279	-	0	overlapStart	0	FAM189B
chr1	155232401	155232520	120	*	X1877	10067	155225770	155232176	6407	-	224	upstream	224	SCAMP3
chr1	155289489	155289508	20	*	X1884	23623	155290640	155300909	10270	+	1131	upstream	1131	RUSC1
chr1	155293359	155293703	345	*	X1886	284618	155290251	155293938	3688	-	0	inside	234	RUSC1-AS1
chr1	155532244	155532438	195	*	X1892	55870	155305052	155532585	227534	-	0	inside	146	ASH1L
